,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA,Age,Gender,Education,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiouness,Impulsiveness,Sensation Seing
93,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,65+,Female,School Dropout,9.840894351534292,7.537668795606503,7.441033496665879,12.196538465979286,11.200625801013752,4.308016529682876,2.6493609085522998
94,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,8.269486768898341,8.242326500566598,7.441033496665879,11.704268609497857,9.587889249385167,4.308016529682876,0.0
95,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,45-54,Male,Masters or Doctorate Degree,8.895758419420952,10.983435809562208,14.043500649335929,5.321213730674642,13.273533928344628,11.306852854668904,9.313161059044399
96,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,35-44,Female,University Degree,10.68645012310245,6.664345297547595,11.553030180356698,9.55296216328557,12.188860280109457,4.308016529682876,2.6493609085522998
97,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,Masters or Doctorate Degree,8.895758419420952,11.94808685585825,9.573802452902905,8.249806602085233,6.71546836933806,10.071451478417035,6.160226588104123
98,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,35-44,Male,Masters or Doctorate Degree,6.737792525996952,8.656080001710482,10.540454761850786,8.249806602085233,12.711871745430614,8.56948605880682,16.51503296076956
99,Less than a year,More than a year,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,More than a year,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,University Degree,8.269486768898341,19.179701459713556,12.945361863092135,12.71784687503608,14.707593899017423,11.306852854668904,12.399149044675154
100,Less than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Never,Never,Never,25-34,Male,Masters or Doctorate Degree,7.156949315033934,17.859331140250404,12.491992603076007,5.729225600110843,8.828614809084506,8.56948605880682,16.51503296076956
101,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,School Dropout,8.56062888358916,11.454429386089501,5.160066973900259,9.55296216328557,12.711871745430614,4.308016529682876,6.160226588104123
102,Less than a year,More than a year,More than a year,Less than a year,Less than a year,More than a year,Less than a year,Less than a year,More than a year,More than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,More than a year,Never,Never,45-54,Male,School Dropout,8.56062888358916,13.928306347417324,15.251330248043086,6.1236996155134005,9.980804535325428,6.758404574067456,16.51503296076956
103,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Female,Professional certificate,10.40896132401544,11.94808685585825,9.573802452902905,9.12907434562228,10.355938759251348,10.071451478417035,14.218653520690163
104,Less than a year,Never,Never,Never,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,Never,Never,More than a year,Less than a year,Never,Never,25-34,Female,college - no degree,7.548858835105049,10.512136789729775,10.02710694125534,13.215774342158436,11.68830606518953,6.758404574067456,10.791183462868197
105,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-44,Male,Professional certificate,3.6980302124129416,11.454429386089501,4.678910670160018,7.803461534020714,15.903139396598505,4.308016529682876,2.6493609085522998
106,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,25-34,Female,college - no degree,13.313615175363482,9.082662121670285,4.678910670160018,10.830831668764215,8.828614809084506,4.308016529682876,6.160226588104123
107,Less than a year,More than a year,Never,Never,Less than a year,Never,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Female,School Dropout,10.68645012310245,10.010140717730678,6.471984636161372,7.803461534020714,11.68830606518953,11.306852854668904,9.313161059044399
108,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,25-34,Female,University Degree,8.895758419420952,16.49677910034729,11.060927465452414,10.379175374383724,12.188860280109457,16.189816469208427,16.51503296076956
109,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,45-54,Female,college - no degree,7.933318393835825,11.454429386089501,5.9903749307752845,7.35307531549839,8.477496565022111,6.758404574067456,10.791183462868197
110,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,Masters or Doctorate Degree,9.840894351534292,10.983435809562208,11.060927465452414,9.12907434562228,9.587889249385167,10.071451478417035,7.762342477019955
111,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,Never,Never,Never,25-34,Male,Masters or Doctorate Degree,11.211242021343695,6.664345297547595,7.858778341651095,8.249806602085233,8.116448636977681,10.071451478417035,12.399149044675154
112,More than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,25-34,Female,University Degree,6.737792525996952,10.983435809562208,13.462855070163904,6.50114306827235,7.744027756930573,8.56948605880682,9.313161059044399
113,Less than a year,Never,Never,More than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,45-54,Female,Professional certificate,10.40896132401544,11.94808685585825,11.553030180356698,10.379175374383724,12.188860280109457,10.071451478417035,9.313161059044399
114,Less than a year,More than a year,More than a year,More than a year,Less than a year,Less than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,Never,More than a year,Never,More than a year,Less than a year,Never,Never,35-44,Male,college - no degree,3.3265413035057865,15.92211806605517,15.251330248043086,7.803461534020714,6.002089852093894,16.189816469208427,16.51503296076956
115,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,Never,Never,Never,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Female,Professional certificate,10.947258132256106,8.242326500566598,7.858778341651095,10.830831668764215,13.273533928344628,4.308016529682876,0.0
116,Less than a year,Never,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Less than a year,Never,Never,35-44,Male,Professional certificate,12.151539930753945,8.242326500566598,11.060927465452414,4.885058134835872,8.828614809084506,11.306852854668904,9.313161059044399
117,Less than a year,More than a year,More than a year,More than a year,Less than a year,More than a year,Less than a year,More than a year,Never,More than a year,More than a year,More than a year,More than a year,More than a year,Never,More than a year,Less than a year,Never,Never,25-34,Female,University Degree,15.042956002190468,12.4595211259862,15.251330248043086,10.379175374383724,6.71546836933806,11.306852854668904,12.399149044675154
118,Less than a year,Never,Never,Less than a year,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,More than a year,Never,Less than a year,Never,Never,35-44,Female,college - no degree,15.743638222753845,4.13020437211547,2.834084144868304,13.215774342158436,10.749142698795737,8.56948605880682,2.6493609085522998
119,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,University Degree,9.249735467010176,11.94808685585825,7.441033496665879,10.830831668764215,14.21985590412082,8.56948605880682,6.160226588104123
120,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,More than a year,Never,Never,25-34,Female,Masters or Doctorate Degree,7.156949315033934,11.94808685585825,7.441033496665879,6.896021198720687,12.188860280109457,10.071451478417035,20.0
121,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,35-44,Female,Professional certificate,14.709785420336614,6.237641000265736,5.566217691084504,4.000392568901616,7.744027756930573,11.306852854668904,10.791183462868197
122,Less than a year,Never,Never,Never,Less than a year,More than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Male,Masters or Doctorate Degree,10.947258132256106,10.512136789729775,10.02710694125534,9.12907434562228,7.405263887124895,8.56948605880682,7.762342477019955
123,Less than a year,More than a year,Never,Never,Less than a year,More than a year,Less than a year,More than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,More than a year,25-34,Female,University Degree,10.947258132256106,7.876894130296005,9.139897077826394,9.950091791846113,10.355938759251348,14.101358842555687,10.791183462868197
124,More than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,45-54,Male,School Dropout,9.249735467010176,15.92211806605517,11.553030180356698,11.265803784826057,11.68830606518953,8.56948605880682,9.313161059044399
125,Less than a year,Never,Never,Never,Less than a year,Never,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,55-64,Male,University Degree,8.895758419420952,13.928306347417324,12.046816958516988,10.379175374383724,13.273533928344628,11.306852854668904,12.399149044675154
126,Less than a year,More than a year,More than a year,Never,Less than a year,More than a year,Less than a year,Never,Never,Never,Never,Never,Never,Never,Never,More than a year,Never,Never,Never,45-54,Male,University Degree,6.737792525996952,11.94808685585825,6.978855290387562,8.691793000727408,9.980804535325428,8.56948605880682,6.160226588104123
